chr	start	end	gene	region
chr1	220829255	220832429	LINC01352	1:220829255-220832429
chr2	10844224	10885152	LINC01954	2:10844224-10885152
chr7	67335976	67340024	LINC01372	7:67335976-67340024
chr4	118664087	118685343	METTL14-DT	4:118664087-118685343
chr15	88585566	88605110	LINC01586	15:88585566-88605110
chr5	38025617	38153715	LINC02119	5:38025617-38153715
chr20	33787373	33811109	ZNF341-AS1	20:33787373-33811109
chr2	11721619	11724222	LOC101929752	2:11721619-11724222
chr2	170332085	170408564	MYO3B-AS1	2:170332085-170408564
chr3	114445521	114520132	ZBTB20-AS5	3:114445521-114520132
chr7	77038	81178	LOC101929756	7:77038-81178
chr8	69834087	69850417	LOC101929759	8:69834087-69850417
chr22	31292499	31338021	PIK3IP1-DT	22:31292499-31338021
chr4	119192773	119212644	LOC101929762	4:119192773-119212644
chr15	90660207	90664967	LINC01585	15:90660207-90664967
chr17	43148368	43171037	LOC101929767	17:43148368-43171037
chr5	38682581	38845829	OSMR-DT	5:38682581-38845829
chr3	196631498	196632700	LINC01063	3:196631498-196632700
chr6	44727921	44830188	LOC101929770	6:44727921-44830188
chr1	221819842	221840717	LINC01655	1:221819842-221840717
chr4_GL000257v2_alt	580875	586022	LOC101929773	4_GL000257v2_alt:580875-586022
chr17	46773842	46833154	LOC101929777	17:46773842-46833154
chr1	145572345	145607858	NBPF25P	1:145572345-145607858
chr1	149111304	149121866	LOC101929790	1:149111304-149121866
chr1	120723912	120793882	NOTCH2NLR	1:120723912-120793882
chr1	120985692	121052167	PDE4DIPP4	1:120985692-121052167
chr9	68306528	68330626	LOC101929800	9:68306528-68330626
chr9_GL383540v1_alt	4774	6120	LOC101929802	9_GL383540v1_alt:4774-6120
chr1	145139986	145148375	LOC101929805	1:145139986-145148375
chr17	88641	118578	LOC101929823	17:88641-118578
chr1	144627192	144642372	LINC01632	1:144627192-144642372
chr22_KB663609v1_alt	60985	65365	LOC101929829	22_KB663609v1_alt:60985-65365
chr10	63630672	63655769	LOC101929846	10:63630672-63655769
chr20	45137706	45138976	LOC101929863	20:45137706-45138976
chr20	45179961	45187241	LINC02597	20:45179961-45187241
chr16	30214409	30221930	LOC101929894	16:30214409-30221930
chr8	42233674	42271266	IKBKB-DT	8:42233674-42271266
chr5	693493	694831	LOC101929898	5:693493-694831
chr1	41375004	41375669	FOXO6-AS1	1:41375004-41375669
chr2	117860333	117934942	LOC101929908	2:117860333-117934942
chr11	34049967	34052132	LOC101929918	11:34049967-34052132
chr2	126898864	126902097	TEX51	2:126898864-126902097
chr1	56579168	56645272	LOC101929935	1:56579168-56645272
chr2	172464262	172466022	ITGA6-AS1	2:172464262-172466022
chr17	38078262	38124770	LOC101929950	17:38078262-38124770
chr10	31693084	31707447	MACORIS	10:31693084-31707447
chr2	176723614	176819310	LOC101929963	2:176723614-176819310
chr5	128002529	128024160	LOC101929964	5:128002529-128024160
chr12	131447337	131529894	LOC101929974	12:131447337-131529894
chr1	13049476	13056575	PRAMEF27	1:13049476-13056575
chr16	8881634	8885351	LITAFD	16:8881634-8885351
chr7	154055286	154063325	LOC101929998	7:154055286-154063325
chr12	56202179	56221933	RNF41	12:56202179-56221933
chr6	56843928	56864078	DST-AS1	6:56843928-56864078
chr12	92247697	92363832	LINC02391	12:92247697-92363832
chr9	61854176	61977892	LOC101930026	9:61854176-61977892
chr4	188777672	188818522	LOC101930028	4:188777672-188818522
chr9	2421597	2622457	LOC101930053	9:2421597-2622457
chr19	42397114	42408452	LOC101930071	19:42397114-42408452
chr8_KI270819v1_alt	109784	110410	FP248	8_KI270819v1_alt:109784-110410
chr7	35695214	35699413	HERPUD2-AS1	7:35695214-35699413
chr21	42496008	42498203	RSPH1-DT	21:42496008-42498203
chr21	9325013	9369209	LOC101930100	21:9325013-9369209
chrX	3848206	3903471	FAM239A	X:3848206-3903471
chr16	89490719	89499285	LOC101930112	16:89490719-89499285
chr1	209661356	209724125	HSD11B1-AS1	1:209661356-209724125
chr12	3367833	3371346	LINC02417	12:3367833-3371346
chr8	17801345	17861069	MTUS1-DT	8:17801345-17861069
chr5	103880129	103891433	LOC101930276	5:103880129-103891433
chr14	90452063	90455127	LINC02317	14:90452063-90455127
chr4	173094994	173169652	GALNT7-DT	4:173094994-173169652
chr3	91374236	91513775	LOC101930420	3:91374236-91513775
chr10	628638	631255	LOC101930421	10:628638-631255
chr15	30791573	30801859	LOC101930434	15:30791573-30801859
chr12	9347056	9400387	LINC02367	12:9347056-9400387
chr19	55158939	55177540	DNAAF3-AS1	19:55158939-55177540
chr17	21614487	21641536	LOC101930665	17:21614487-21641536
chr21	33057829	33064983	LINC00945	21:33057829-33064983
chr13	91087254	91089593	LINC00380	13:91087254-91089593
chr13	20938564	20949428	LINC00367	13:20938564-20949428
chr13	87801036	87803808	LINC00397	13:87801036-87803808
chr8	90592804	90606065	LINC01030	8:90592804-90606065
chr18	75210755	75289950	TSHZ1	18:75210755-75289950
chr3	184242301	184249548	ALG3	3:184242301-184249548
chr14	62134149	62139973	LINC00644	14:62134149-62139973
chr1	120942600	120942763	RNVU1-4	1:120942600-120942763
chr1	145281116	145281462	RNVU1-14	1:145281116-145281462
chr1	144412576	144412740	RNVU1-15	1:144412576-144412740
chr1	143699456	143699619	RNVU1-17	1:143699456-143699619
chr19	893484	893590	RNU6-9	19:893484-893590
chr1	148402715	148402875	RNVU1-3	1:148402715-148402875
chr1	148362370	148362533	RNVU1-1	1:148362370-148362533
chr14	32202045	32202151	RNU6-7	14:32202045-32202151
chr1	146050441	146052244	RNVU1-6	1:146050441-146052244
chr1	120849674	120850985	RNVU1-19	1:120849674-120850985
chr14	32203163	32203269	RNU6-8	14:32203163-32203269
chr11	20387558	20509338	PRMT3	11:20387558-20509338
chr17	42824426	42843760	PSME3	17:42824426-42843760
chr1	168903905	169087005	LINC00970	1:168903905-169087005
chr22	23536881	23547167	PCAT14	22:23536881-23547167
chr12	123152320	123244014	MPHOSPH9	12:123152320-123244014
chr2	71130632	71150101	MPHOSPH10	2:71130632-71150101
chr15	58588809	58749791	ADAM10	15:58588809-58749791
chr7	151053815	151057897	CDK5	7:151053815-151057897
chr16	82147798	82170224	MPHOSPH6	16:82147798-82170224
chr3	48290722	48301685	NME6	3:48290722-48301685
chr14	23630115	23645639	DHRS2	14:23630115-23645639
chr2	187341964	187448460	CALCRL	2:187341964-187448460
chr10	32347397	32374488	EPC1-AS1	10:32347397-32374488
chr16	67846923	67872567	NUTF2	16:67846923-67872567
chr11	118253416	118264536	MPZL2	11:118253416-118264536
chr13	49995888	50018467	TRIM13	13:49995888-50018467
chr3	50337511	50338300	RASSF1-AS1	3:50337511-50338300
chr6	31934474	31941724	C2-AS1	6:31934474-31941724
chr1	61742477	62178675	PATJ	1:61742477-62178675
chr13	30617693	30660770	USPL1	13:30617693-30660770
chr17	41688885	41692668	EIF1	17:41688885-41692668
chr7	92604921	92836573	CDK6	7:92604921-92836573
chr9	32540544	32552586	TOPORS	9:32540544-32552586
chr6	30727709	30742732	FLOT1	6:30727709-30742732
chr19	14408798	14419383	DDX39A	19:14408798-14419383
chr2	161308425	161411717	PSMD14	2:161308425-161411717
chrX	48346427	48356707	SSX3	X:48346427-48356707
chr21	33025935	33029185	OLIG2	21:33025935-33029185
chr13	30151886	30159621	LINC00384	13:30151886-30159621
chr12	53464468	53465057	PCBP2-OT1	12:53464468-53465057
chr5	69350984	69370013	AK6	5:69350984-69370013
chr1	186296279	186314567	PRG4	1:186296279-186314567
chr3	37861880	37984469	CTDSPL	3:37861880-37984469
chr1	11189355	11195981	ANGPTL7	1:11189355-11195981
chr12	8950044	9010760	KLRG1	12:8950044-9010760
chr4	152337655	152338098	FBXW7-AS1	4:152337655-152338098
chr5	69234795	69277430	CDK7	5:69234795-69277430
chr12	55743122	55757264	GDF11	12:55743122-55757264
chr8	125430358	125438403	TRIB1	8:125430358-125438403
chr12	53746337	53757227	CISTR	12:53746337-53757227
chr8	76403998	76407138	LINC01109	8:76403998-76407138
chr6	14280127	14285454	LINC01108	6:14280127-14285454
chr1	167052836	167166479	GPA33	1:167052836-167166479
chr19	51685363	51693456	SPACA6-AS1	19:51685363-51693456
chr19	12429706	12441021	ZNF443	19:12429706-12441021
chr3	111542150	111665750	CD96	3:111542150-111665750
chr19	4838341	4867694	PLIN3	19:4838341-4867694
chr4	2930561	2934834	MFSD10	4:2930561-2934834
chr1	180972712	181023121	STX6	1:180972712-181023121
chr11	62662817	62665210	C11orf98	11:62662817-62665210
chr16	19067614	19080095	COQ7	16:19067614-19080095
chr17	43125551	43153671	NBR2	17:43125551-43153671
chr6	46220736	46491972	RCAN2	6:46220736-46491972
chr16	760734	768865	MSLN	16:760734-768865
chr12	6873569	6914241	LRRC23	12:6873569-6914241
chr7	102913000	102945111	LRRC17	7:102913000-102945111
chr11	64726911	64745456	RASGRP2	11:64726911-64745456
chr1	23303963	23344336	HNRNPR	1:23303963-23344336
chr17	49700934	49709014	SLC35B1	17:49700934-49709014
chr17	63550222	63608347	DCAF7	17:63550222-63608347
chr15	89830599	89894028	AP3S2	15:89830599-89894028
chr13	26254104	26405238	CDK8	13:26254104-26405238
chr13	40729128	40771190	MRPS31	13:40729128-40771190
chr17	48831018	48865245	CALCOCO2	17:48831018-48865245
chr3	178272932	178844429	KCNMB2	3:178272932-178844429
chr14	66507407	67181803	GPHN	14:66507407-67181803
chr9	125200542	125234161	RABEPK	9:125200542-125234161
chrX	48893447	48898143	TIMM17B	X:48893447-48898143
chr6	25912754	25930691	SLC17A2	6:25912754-25930691
chr3	50227436	50227490	MIR5787	3:50227436-50227490
chr1	63326925	63326984	MIR6068	1:63326925-63326984
chr22	35336721	35336799	MIR6069	22:35336721-35336799
chr21	43609887	43609989	MIR6070	21:43609887-43609989
chr11	15969533	15969621	MIR6073	11:15969533-15969621
chr12	66023620	66023726	MIR6074	12:66023620-66023726
chr14	49966399	49966511	MIR6076	14:49966399-49966511
chr10	3991160	3991259	MIR6078	10:3991160-3991259
chr1	43838622	43838683	MIR6079	1:43838622-43838683
chr17	64780759	64780824	MIR6080	17:64780759-64780824
chr3	124374332	124374437	MIR6083	3:124374332-124374437
chr1	20633679	20633788	MIR6084	1:20633679-20633788
chr15	62343029	62343138	MIR6085	15:62343029-62343138
chr19	45436654	45436704	MIR6088	19:45436654-45436704
chrX	2609191	2609254	MIR6089	X:2609191-2609254
chr12	62260359	62260454	MIR6125	12:62260359-62260454
chr16	3485381	3485469	MIR6126	16:3485381-3485469
chr11	56743873	56743981	MIR6128	11:56743873-56743981
chr17	37614931	37615039	MIR378J	17:37614931-37615039
chr17	49288346	49288454	MIR6129	17:49288346-49288454
chr5	10478037	10478145	MIR6131	5:10478037-10478145
chr7	133290881	133290988	MIR6133	7:133290881-133290988
chrX	28495555	28495663	MIR6134	X:28495555-28495663
chr17	49510817	49510900	MIR6165	17:49510817-49510900
chr5	151522087	151522148	MIR6499	5:151522087-151522148
chr3	32506283	32506389	MIR548AY	3:32506283-32506389
chr21	33550662	33550728	MIR6501	21:33550662-33550728
chr12	66251082	66251157	MIR6502	12:66251082-66251157
chr11	60209071	60209156	MIR6503	11:60209071-60209156
chr16	81611348	81611408	MIR6504	16:81611348-81611408
chr16	15611030	15611095	MIR6506	16:15611030-15611095
chr10	98924499	98924568	MIR6507	10:98924499-98924568
chr7	135206994	135207078	MIR6509	7:135206994-135207078
chr2	177313806	177313882	MIR6512	2:177313806-177313882
chr2	218280125	218280188	MIR6513	2:218280125-218280188
chr11	62792702	62792771	MIR6514	11:62792702-62792771
chr10	112299612	112299688	MIR6715B	10:112299612-112299688
chr14	21023314	21023386	MIR6717	14:21023314-21023386
chr16	2106669	2106753	MIR6511B1	16:2106669-2106753
chr18	3885353	3885432	MIR6718	18:3885353-3885432
chr9	136746893	136746970	MIR6722	9:136746893-136746970
chr21	8205315	8205406	MIR6724-1	21:8205315-8205406
chr1	1296110	1296170	MIR6726	1:1296110-1296170
chr1	1312502	1312566	MIR6727	1:1312502-1312566
chr1	8866502	8866590	MIR6728	1:8866502-8866590
chr1	24919345	24919416	MIR6731	1:24919345-24919416
chr1	37480230	37480289	MIR6732	1:37480230-37480289
chr1	43171652	43171712	MIR6733	1:43171652-43171712
chr1	43448539	43448611	MIR6735	1:43448539-43448611
chr1	153962351	153962420	MIR6737	1:153962351-153962420
chr1	155951273	155951336	MIR6738	1:155951273-155951336
chr1	202003124	202003236	MIR6740	1:202003124-202003236
chr1	228397048	228397109	MIR6742	1:228397048-228397109
chr11	209336	209406	MIR6743	11:209336-209406
chr11	61878216	61878278	MIR6746	11:61878216-61878278
chr11	62567011	62567071	MIR6747	11:62567011-62567071
chr11	62789815	62789885	MIR6748	11:62789815-62789885
chr11	65129916	65129978	MIR6751	11:65129916-65129978
chr11	67490245	67490315	MIR6752	11:67490245-67490315
chr11	68044794	68044957	MIR6753	11:68044794-68044957
chr11	86278333	86278398	MIR6755	11:86278333-86278398
chr11	119312950	119313012	MIR6756	11:119312950-119313012
chr12	57512688	57512750	MIR6758	12:57512688-57512750
chr12	111304142	111304209	MIR6760	12:111304142-111304209
chr12	111799834	111799905	MIR6761	12:111799834-111799905
chr12	113291523	113291608	MIR6762	12:113291523-113291608
chr14	105150778	105150864	MIR6765	14:105150778-105150864
chr16	2445392	2445457	MIR6767	16:2445392-2445457
chr16	2463967	2464038	MIR6768	16:2463967-2464038
chr16	14930820	14930879	MIR6770-1	16:14930820-14930879
chr16	50292616	50292675	MIR6771	16:50292616-50292675
chr16	57772289	57772352	MIR6772	16:57772289-57772352
chr16	87834592	87834660	MIR6775	16:87834592-87834660
chr17	2692861	2692919	MIR6776	17:2692861-2692919
chr17	17813480	17813545	MIR6777	17:17813480-17813545
chr17	38914979	38915042	MIR6779	17:38914979-38915042
chr17	42823880	42823943	MIR6781	17:42823880-42823943
chr17	44207771	44207839	MIR6782	17:44207771-44207839
chr17	45114367	45114433	MIR6784	17:45114367-45114433
chr17	81693757	81693869	MIR6786	17:81693757-81693869
chr17	82236668	82236728	MIR6787	17:82236668-82236728
chr19	6392921	6392983	MIR6790	19:6392921-6392983
chr19	6736712	6736778	MIR6791	19:6736712-6736778
chr19	7617439	7617505	MIR6792	19:7617439-7617505
chr19	15179283	15179350	MIR6795	19:15179283-15179350
chr19	40369846	40369907	MIR6796	19:40369846-40369907
chr19	41869627	41869698	MIR6797	19:41869627-41869698
chr19	49791866	49791934	MIR6799	19:49791866-49791934
chr19	49832018	49832099	MIR6800	19:49832018-49832099
chr19	55239912	55239976	MIR6802	19:55239912-55239976
chr19	55230885	55230952	MIR6804	19:55230885-55230952
chr19	55388181	55388242	MIR6805	19:55388181-55388242
chr19	58334688	58334751	MIR6806	19:58334688-58334751
chr2	217900513	217900628	MIR6809	2:217900513-217900628
chr2	237510931	237510988	MIR6811	2:237510931-237510988
chr20	45425510	45425573	MIR6812	20:45425510-45425573
chr21	41746772	41746841	MIR6814	21:41746772-41746841
chr21	45478266	45478326	MIR6815	21:45478266-45478326
chr22	20114686	20114751	MIR6816	22:20114686-20114751
chr22	36286847	36286907	MIR6819	22:36286847-36286907
chr22	37967563	37967624	MIR6820	22:37967563-37967624
chr22	49962866	49962939	MIR6821	22:49962866-49962939
chr3	48549961	48550021	MIR6823	3:48549961-48550021
chr3	48633636	48633698	MIR6824	3:48633636-48633698
chr3	129272146	129272243	MIR6826	3:129272146-129272243
chr3	170423103	170423162	MIR6828	3:170423103-170423162
chr5	132217849	132217918	MIR6830	5:132217849-132217918
chr5	140563671	140563751	MIR6831	5:140563671-140563751
chr6	32179816	32179876	MIR6833	6:32179816-32179876
chr6	33290245	33290325	MIR6834	6:33290245-33290325
chr6	34240673	34240736	MIR6835	6:34240673-34240736
chr7	2257515	2257577	MIR6836	7:2257515-2257577
chr7	44073378	44073433	MIR6838	7:44073378-44073433
chr7	64679064	64679176	MIR6839	7:64679064-64679176
chr8	24953796	24953867	MIR6841	8:24953796-24953867
chr8	27433370	27433434	MIR6842	8:27433370-27433434
chr8	27610601	27610751	MIR6843	8:27610601-27610751
chr8	144057321	144057380	MIR6846	8:144057321-144057380
chr8	144079874	144079942	MIR6847	8:144079874-144079942
chr8	144317246	144317315	MIR6848	8:144317246-144317315
chr9	33467869	33467935	MIR6851	9:33467869-33467935
chr9	35710676	35710741	MIR6852	9:35710676-35710741
chr9	98229149	98229217	MIR6854	9:98229149-98229217
chr9	130626297	130626363	MIR6856	9:130626297-130626363
chrX	53405673	53405765	MIR6857	X:53405673-53405765
chrX	154450320	154450386	MIR6858	X:154450320-154450386
chr11	67045643	67045708	MIR6860	11:67045643-67045708
chr12	112163258	112163321	MIR6861	12:112163258-112163321
chr16	28390982	28391051	MIR6862-1	16:28390982-28391051
chr17	4969702	4969771	MIR6864	17:4969702-4969771
chr17	4970086	4970150	MIR6865	17:4970086-4970150
chr17	40193597	40193663	MIR6867	17:40193597-40193663
chr20	1392900	1392961	MIR6869	20:1392900-1392961
chr20	10649636	10649695	MIR6870	20:10649636-10649695
chr3	50273236	50273297	MIR6872	3:50273236-50273297
chr8	25345402	25345474	MIR6876	8:25345402-25345474
chr9	133051996	133052059	MIR6877	9:133051996-133052059
chr1	150492345	150492410	MIR6878	1:150492345-150492410
chr15	74411357	74411432	MIR6881	15:74411357-74411432
chr15	74840642	74840707	MIR6882	15:74840642-74840707
chr17	8144994	8145071	MIR6883	17:8144994-8145071
chr19	6389638	6389703	MIR6885	19:6389638-6389703
chr19	11113474	11113534	MIR6886	19:11113474-11113534
chr2	159186835	159186901	MIR6888	2:159186835-159186901
chr3	49099854	49099914	MIR6890	3:49099854-49099914
chr6	31355224	31355316	MIR6891	6:31355224-31355316
chr7	143382686	143382800	MIR6892	7:143382686-143382800
chrX	53195411	53195488	MIR6895	X:53195411-53195488
chr12	121444273	121444352	MIR7107	12:121444273-121444352
chr22	31621467	31621531	MIR7109	22:31621467-31621531
chr3	123161794	123161879	MIR7110	3:123161794-123161879
chr6	35470508	35470579	MIR7111	6:35470508-35470579
chr11	68032864	68032922	MIR7113	11:68032864-68032922
chr16	16368876	16368942	MIR6511A3	16:16368876-16368942
chr16	18344013	18344079	MIR6511A4	16:18344013-18344079
chr9	123485529	123485622	MIR7150	9:123485529-123485622
chr10	71790747	71790800	MIR7152	10:71790747-71790800
chr18	11654885	11654941	MIR7153	18:11654885-11654941
chr11	45691704	45691776	MIR7154	11:45691704-45691776
chr2	140586626	140586685	MIR7157	2:140586626-140586685
chr2	5974662	5974732	MIR7158	2:5974662-5974732
chr6	158609707	158609790	MIR7161	6:158609707-158609790
chr8	2076589	2076640	MIR7160	8:2076589-2076640
chr8	41660444	41660507	MIR486-2	8:41660444-41660507
chr9	111271156	111271214	MIR7702	9:111271156-111271214
chr14	24143367	24144009	MIR7703	14:24143367-24144009
chr2	176188843	176188901	MIR7704	2:176188843-176188901
chr15	85380596	85380662	MIR7706	15:85380596-85380662
chr14	72516820	72516898	MIR7843	14:72516820-72516898
chr2	64340747	64340848	MIR4433B	2:64340747-64340848
chr12	94571231	94571352	MIR7844	12:94571231-94571352
chr2	207166400	207166498	MIR7845	2:207166400-207166498
chr1	12166943	12167038	MIR7846	1:12166943-12167038
chr4	146408583	146408688	MIR7849	4:146408583-146408688
chr19	2630715	2630793	MIR7850	19:2630715-2630793
chr1	107897223	107897304	MIR7852	1:107897223-107897304
chr16	81533902	81533966	MIR7854	16:81533902-81533966
chr14	64785626	64785686	MIR7855	14:64785626-64785686
chr1	86357632	86357687	MIR7856	1:86357632-86357687
chr2	49059603	49059658	MIR548BA	2:49059603-49059658
chr15	51314032	51314107	MIR7973-2	15:51314032-51314107
chr19	11495544	11495622	MIR7974	19:11495544-11495622
chr3	127587111	127587176	MIR7976	3:127587111-127587176
chr3	176515103	176515151	MIR7977	3:176515103-176515151
chr4	21464700	21464758	MIR7978	4:21464700-21464758
chr11	23419105	23419190	MIR8054	11:23419105-23419190
